Human	Chimpanzee	Bonobo	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000204160:3135	ENSPTRG00000030724:2645	ENSPTRG00000030724:2645	ENSGGOG00000014504:2899	ENSPPYG00000001678:2766	ENSMMUG00000013856:2725	ENSMUSG00000037553:4580	ENSMODG00000014406:765	ENSOANG00000013076:663	ENSGALG00000000869:1080
ENSG00000148408:10180	ENSPTRG00000021608:8765	ENSPTRG00000021608:8765	ENSGGOG00000004807:6624	ENSPPYG00000019840:6360	ENSMMUG00000009187:7037	ENSMUSG00000004113:9948	ENSMODG00000017101:8190	ENSOANG00000011856:7690	ENSGALG00000008456:7943
ENSG00000178172:685	ENSPTRG00000017386:685	ENSPTRG00000017386:685	ENSGGOG00000000159:162	ENSPPYG00000015923:243	ENSMMUG00000003491:685	ENSMUSG00000055095:587	ENSMODG00000025742:243	ENSOANG00000009362:321	ENSGALG00000021432:240
ENSG00000163517:4307	ENSPTRG00000014641:1578	ENSPTRG00000014641:1578	ENSGGOG00000007735:2918	ENSPPYG00000013395:1044	ENSMMUG00000001369:2413	ENSMUSG00000034245:2757	ENSMODG00000008624:975	ENSOANG00000012842:489	ENSGALG00000005092:1921
ENSG00000011198:2365	ENSPTRG00000014812:1427	ENSPTRG00000014812:1427	ENSGGOG00000004874:1389	ENSPPYG00000013964:3259	ENSMMUG00000001031:1355	ENSMUSG00000032540:3259	ENSMODG00000015241:1029	ENSOANG00000010081:1017	ENSGALG00000011510:2384
ENSG00000138190:6027	ENSPTRG00000002761:3760	ENSPTRG00000002761:3760	ENSGGOG00000027393:3575	ENSPPYG00000002487:3635	ENSMMUG00000010874:3689	ENSMUSG00000053799:2729	ENSMODG00000006431:2416	ENSOANG00000015726:2441	ENSGALG00000006763:2497
ENSG00000073849:6124	ENSPTRG00000015722:4390	ENSPTRG00000015722:4390	ENSGGOG00000006615:4408	ENSPPYG00000014388:4673	ENSMMUG00000014905:1221	ENSMUSG00000022885:4755	ENSMODG00000013313:1206	ENSOANG00000001223:456	ENSGALG00000005550:2170
ENSG00000147383:1996	ENSPTRG00000022390:921	ENSPTRG00000022390:921	ENSGGOG00000017064:1563	ENSPPYG00000020834:1361	ENSMMUG00000013176:1972	ENSMUSG00000031349:2168	ENSMODG00000005941:684	ENSOANG00000008705:1206	ENSGALG00000007493:1334
ENSG00000183798:3796	ENSPTRG00000013503:2400	ENSPTRG00000013503:2400	ENSGGOG00000013121:3832	ENSPPYG00000011014:2133	ENSMMUG00000004252:3830	ENSMUSG00000050700:3548	ENSMODG00000000683:2352	ENSOANG00000014348:1158	ENSGALG00000003785:2373
ENSG00000204052:2121	ENSPTRG00000034451:2121	ENSPTRG00000034451:2121	ENSGGOG00000015189:2118	ENSPPYG00000016643:951	ENSMMUG00000023320:1644	ENSMUSG00000071073:1203	ENSMODG00000018969:975	ENSOANG00000003041:504	ENSGALG00000010382:1396
ENSG00000010818:9724	ENSPTRG00000018665:9723	ENSPTRG00000018665:9723	ENSGGOG00000016466:9374	ENSPPYG00000017057:7341	ENSMMUG00000007998:7044	ENSMUSG00000015501:9766	ENSMODG00000017268:7359	ENSOANG00000007666:7354	ENSGALG00000013795:7503
ENSG00000071967:4644	ENSPTRG00000012634:4223	ENSPTRG00000012634:4223	ENSGGOG00000000705:4353	ENSPPYG00000012929:4237	ENSMMUG00000007295:4218	ENSMUSG00000027015:5339	ENSMODG00000008729:855	ENSOANG00000008574:855	ENSGALG00000009555:873
ENSG00000154975:3945	ENSPTRG00000009419:3444	ENSPTRG00000009419:3444	ENSGGOG00000015456:819	ENSPPYG00000008263:1377	ENSMMUG00000013737:1621	ENSMUSG00000056158:6274	ENSMODG00000012548:924	ENSOANG00000002282:949	ENSGALG00000002993:1458
ENSG00000112078:6046	ENSPTRG00000018104:5014	ENSPTRG00000018104:5014	ENSGGOG00000003468:1107	ENSPPYG00000016546:5024	ENSMMUG00000014508:1260	ENSMUSG00000005936:4379	ENSMODG00000013553:1265	ENSOANG00000010150:465	ENSGALG00000000511:1509
ENSG00000138308:1128	ENSPTRG00000002618:1112	ENSPTRG00000002618:1112	ENSGGOG00000012772:1111	ENSPPYG00000002349:579	ENSMMUG00000020405:1108	ENSMUSG00000009646:1079	ENSMODG00000000102:585	ENSOANG00000001127:845	ENSGALG00000004332:1023
ENSG00000130720:3585	ENSPTRG00000021479:1460	ENSPTRG00000021479:1460	ENSGGOG00000010605:2957	ENSPPYG00000019871:1314	ENSMMUG00000012713:1430	ENSMUSG00000026841:4751	ENSMODG00000012138:1386	ENSOANG00000001048:1392	ENSGALG00000003866:1651
ENSG00000165516:2320	ENSPTRG00000006322:2276	ENSPTRG00000006322:2276	ENSGGOG00000009016:1792	ENSPPYG00000005793:1221	ENSMMUG00000029366:2375	ENSMUSG00000020978:1905	ENSMODG00000011565:1248	ENSOANG00000013987:1511	ENSGALG00000012244:2053
ENSG00000123091:3084	ENSPTRG00000000727:2395	ENSPTRG00000000727:2395	ENSGGOG00000004919:2735	ENSPPYG00000001361:465	ENSMMUG00000012112:2516	ENSMUSG00000028557:4263	ENSMODG00000001185:462	ENSOANG00000013493:390	ENSGALG00000010539:1839
ENSG00000176209:1539	ENSPTRG00000020207:1330	ENSPTRG00000020207:1330	ENSGGOG00000008666:725	ENSPPYG00000018556:2225	ENSMMUG00000020187:1438	ENSMUSG00000031534:1180	ENSMODG00000010128:324	ENSOANG00000000704:324	ENSGALG00000010142:1018
ENSG00000178761:3616	ENSPTRG00000007288:2512	ENSPTRG00000007288:2512	ENSGGOG00000014759:3549	ENSPPYG00000006651:597	ENSMMUG00000011676:600	ENSMUSG00000032305:2764	ENSMODG00000009224:468	ENSOANG00000006530:447	ENSGALG00000023858:735
ENSG00000156970:3851	ENSPTRG00000006913:3712	ENSPTRG00000006913:3712	ENSGGOG00000002288:6183	ENSPPYG00000006345:3153	ENSMMUG00000016686:3147	ENSMUSG00000040084:3668	ENSMODG00000000568:3348	ENSOANG00000010717:3266	ENSGALG00000004838:5626
ENSG00000163382:1458	ENSPTRG00000001463:1121	ENSPTRG00000001463:1121	ENSGGOG00000000754:1146	ENSPPYG00000000713:771	ENSMMUG00000002623:1393	ENSMUSG00000028070:906	ENSMODG00000016821:870	ENSOANG00000000834:826	ENSGALG00000014488:550
ENSG00000145781:1433	ENSPTRG00000017159:1433	ENSPTRG00000017159:1433	ENSGGOG00000007326:399	ENSPPYG00000015703:609	ENSMMUG00000008738:510	ENSMUSG00000042705:1625	ENSMODG00000013618:698	ENSOANG00000005802:540	ENSGALG00000002308:1239
ENSG00000182255:3613	ENSPTRG00000003462:3612	ENSPTRG00000003462:3612	ENSGGOG00000007324:3616	ENSPPYG00000003398:4007	ENSMMUG00000031030:1959	ENSMUSG00000042604:4792	ENSMODG00000009523:1974	ENSOANG00000010709:1983	ENSGALG00000012142:1989
ENSG00000163377:2292	ENSPTRG00000015091:2195	ENSPTRG00000015091:2195	ENSGGOG00000010868:292	ENSPPYG00000013732:432	ENSMMUG00000020918:417	ENSMUSG00000046500:829	ENSMODG00000003417:405	ENSOANG00000002583:408	ENSGALG00000007674:577
ENSG00000170836:3196	ENSPTRG00000009487:3177	ENSPTRG00000009487:3177	ENSGGOG00000009046:1824	ENSPPYG00000008517:1818	ENSMMUG00000018049:3063	ENSMUSG00000020525:3173	ENSMODG00000014156:1923	ENSOANG00000011523:1368	ENSGALG00000005304:2018
ENSG00000124356:7034	ENSPTRG00000012071:2404	ENSPTRG00000012071:2404	ENSGGOG00000002360:2434	ENSPPYG00000012289:1487	ENSMMUG00000010864:1680	ENSMUSG00000006906:2101	ENSMODG00000010559:1479	ENSOANG00000015222:480	ENSGALG00000000183:1401
ENSG00000239306:2896	ENSPTRG00000003932:2780	ENSPTRG00000003932:2780	ENSGGOG00000009469:5406	ENSPPYG00000003015:2775	ENSMMUG00000007830:2780	ENSMUSG00000006456:2830	ENSMODG00000007884:1791	ENSOANG00000001240:357	ENSGALG00000013411:1997
ENSG00000072803:4638	ENSPTRG00000017526:4625	ENSPTRG00000017526:4625	ENSGGOG00000007880:4635	ENSPPYG00000016040:1428	ENSMMUG00000016008:2292	ENSMUSG00000020271:4143	ENSMODG00000006464:1800	ENSOANG00000007791:2261	ENSGALG00000002229:4418
ENSG00000124201:9172	ENSPTRG00000013603:7558	ENSPTRG00000013603:7558	ENSGGOG00000008501:7104	ENSPPYG00000011114:6096	ENSMMUG00000023623:6826	ENSMUSG00000039501:7446	ENSMODG00000016290:6318	ENSOANG00000006399:3285	ENSGALG00000004859:5493
ENSG00000143819:2300	ENSPTRG00000002039:1365	ENSPTRG00000002039:1365	ENSGGOG00000000859:1654	ENSPPYG00000000173:1583	ENSMMUG00000005782:1932	ENSMUSG00000038776:2005	ENSMODG00000005882:1374	ENSOANG00000001473:1460	ENSGALG00000009291:1745
ENSG00000119946:5959	ENSPTRG00000002828:2478	ENSPTRG00000002828:2478	ENSGGOG00000002546:2340	ENSPPYG00000002551:1917	ENSMMUG00000010357:2588	ENSMUSG00000025189:2800	ENSMODG00000003576:2289	ENSOANG00000021570:555	ENSGALG00000007489:1775
ENSG00000088451:1902	ENSPTRG00000005967:1867	ENSPTRG00000005967:1867	ENSGGOG00000010704:1877	ENSPPYG00000005444:1053	ENSMMUG00000013063:1174	ENSMUSG00000022130:1094	ENSMODG00000009373:1065	ENSOANG00000014920:1447	ENSGALG00000016898:1634
ENSG00000153487:4123	ENSPTRG00000006036:3407	ENSPTRG00000006036:3407	ENSGGOG00000013010:2892	ENSPPYG00000005505:633	ENSMMUG00000022818:4105	ENSMUSG00000045969:1212	ENSMODG00000004518:840	ENSOANG00000015615:1097	ENSGALG00000016849:708
ENSG00000070388:734	ENSPTRG00000010159:421	ENSPTRG00000010159:421	ENSGGOG00000015903:549	ENSPPYG00000009283:510	ENSMMUG00000008668:608	ENSMUSG00000020327:2129	ENSMODG00000006454:561	ENSOANG00000012015:288	ENSGALG00000001385:513
ENSG00000143228:2217	ENSPTRG00000001610:1989	ENSPTRG00000001610:1989	ENSGGOG00000007980:1989	ENSPPYG00000000574:1395	ENSMMUG00000001152:1963	ENSMUSG00000026683:2562	ENSMODG00000016696:1466	ENSOANG00000022089:948	ENSGALG00000003438:2120
ENSG00000145384:2478	ENSPTRG00000016399:2255	ENSPTRG00000016399:2255	ENSGGOG00000027841:2252	ENSPPYG00000015027:399	ENSMMUG00000009031:1975	ENSMUSG00000023057:642	ENSMODG00000018949:399	ENSOANG00000003315:399	ENSGALG00000011986:918
ENSG00000048405:4539	ENSPTRG00000019649:4219	ENSPTRG00000019649:4219	ENSGGOG00000028009:2774	ENSPPYG00000017967:1995	ENSMMUG00000002428:4200	ENSMUSG00000039841:4827	ENSMODG00000015235:1014	ENSOANG00000000823:2162	ENSGALG00000008711:1151
ENSG00000156642:2446	ENSPTRG00000007260:2454	ENSPTRG00000007260:2454	ENSGGOG00000000742:2171	ENSPPYG00000006625:2423	ENSMMUG00000009869:2433	ENSMUSG00000032336:2309	ENSMODG00000009865:1733	ENSOANG00000001012:1110	ENSGALG00000001741:1786
ENSG00000196730:6062	ENSPTRG00000023384:6007	ENSPTRG00000023384:6007	ENSGGOG00000000084:4782	ENSPPYG00000019346:4293	ENSMMUG00000017053:5789	ENSMUSG00000021559:5934	ENSMODG00000003480:4361	ENSOANG00000002449:894	ENSGALG00000012608:4121
ENSG00000118434:1499	ENSPTRG00000018410:1495	ENSPTRG00000018410:1495	ENSGGOG00000027275:1510	ENSPPYG00000016832:885	ENSMMUG00000004947:1371	ENSMUSG00000028264:1596	ENSMODG00000018292:756	ENSOANG00000000535:696	ENSGALG00000019917:1008
ENSG00000206075:3078	ENSPTRG00000029287:2559	ENSPTRG00000029287:2559	ENSGGOG00000025505:2636	ENSPPYG00000009215:960	ENSMMUG00000014182:1825	ENSMUSG00000067006:2750	ENSMODG00000005296:1180	ENSOANG00000007167:1375	ENSGALG00000012873:1128
ENSG00000196743:3896	ENSPTRG00000017431:2515	ENSPTRG00000017431:2515	ENSGGOG00000015302:3689	ENSPPYG00000015962:582	ENSMMUG00000022869:582	ENSMUSG00000000594:1996	ENSMODG00000009252:597	ENSOANG00000005117:597	ENSGALG00000019162:186
ENSG00000101040:6182	ENSPTRG00000013590:5128	ENSPTRG00000013590:5128	ENSGGOG00000013752:4794	ENSPPYG00000011101:4778	ENSMMUG00000015710:5788	ENSMUSG00000039671:9127	ENSMODG00000016238:3471	ENSOANG00000012029:3342	ENSGALG00000004542:4567
ENSG00000126010:1929	ENSPTRG00000021696:2680	ENSPTRG00000021696:2680	ENSGGOG00000016880:2686	ENSPPYG00000020152:1809	ENSMMUG00000023688:1226	ENSMUSG00000031364:2523	ENSMODG00000017191:1158	ENSOANG00000002569:1294	ENSGALG00000016550:1164
ENSG00000047648:6444	ENSPTRG00000021658:4821	ENSPTRG00000021658:4821	ENSGGOG00000009476:2999	ENSPPYG00000020121:4213	ENSMMUG00000003896:5514	ENSMUSG00000031355:7524	ENSMODG00000017371:2404	ENSOANG00000002625:2665	ENSGALG00000016602:2413
ENSG00000163625:15839	ENSPTRG00000016241:14290	ENSPTRG00000016241:14290	ENSGGOG00000006370:10714	ENSPPYG00000014903:10563	ENSMMUG00000021164:13892	ENSMUSG00000043940:11645	ENSMODG00000020782:10593	ENSOANG00000006219:10342	ENSGALG00000011256:10959
ENSG00000143162:1974	ENSPTRG00000001635:1940	ENSPTRG00000001635:1940	ENSGGOG00000002145:2023	ENSPPYG00000000550:663	ENSMMUG00000008161:663	ENSMUSG00000040713:2208	ENSMODG00000002594:606	ENSOANG00000003879:429	ENSGALG00000019213:1064
ENSG00000039523:4172	ENSPTRG00000008233:3129	ENSPTRG00000008233:3129	ENSGGOG00000011949:3106	ENSPPYG00000007460:3174	ENSMMUG00000017105:3848	ENSMUSG00000038604:4210	ENSMODG00000005845:3611	ENSOANG00000009323:3885	ENSGALG00000001809:3682
ENSG00000100601:2585	ENSPTRG00000006586:2584	ENSPTRG00000006586:2584	ENSGGOG00000011055:2582	ENSPPYG00000006029:1167	ENSMMUG00000023626:1161	ENSMUSG00000079036:1379	ENSMODG00000005263:1146	ENSOANG00000010841:1098	ENSGALG00000010485:2126
ENSG00000189091:6969	ENSPTRG00000008308:4559	ENSPTRG00000008308:4559	ENSGGOG00000003246:4529	ENSPPYG00000007539:3967	ENSMMUG00000017812:4513	ENSMUSG00000033732:4525	ENSMODG00000014363:3775	ENSOANG00000001161:3654	ENSGALG00000002531:4898
ENSG00000182631:1854	ENSPTRG00000016777:1410	ENSPTRG00000016777:1410	ENSGGOG00000004819:1550	ENSPPYG00000015384:1410	ENSMMUG00000009573:1835	ENSMUSG00000060735:1419	ENSMODG00000020402:1046	ENSOANG00000001969:1377	ENSGALG00000017411:957
ENSG00000187123:5033	ENSPTRG00000012524:3486	ENSPTRG00000012524:3486	ENSGGOG00000007400:3477	ENSPPYG00000012839:720	ENSMMUG00000001914:516	ENSMUSG00000050447:3690	ENSMODG00000003553:516	ENSOANG00000006071:510	ENSGALG00000012470:510
ENSG00000170915:4737	ENSPTRG00000024197:4638	ENSPTRG00000024197:4638	ENSGGOG00000012276:2990	ENSPPYG00000016706:1080	ENSMMUG00000013715:4755	ENSMUSG00000025931:5220	ENSMODG00000023518:1065	ENSOANG00000003985:1065	ENSGALG00000016675:1062
ENSG00000166558:1308	ENSPTRG00000008407:1308	ENSPTRG00000008407:1308	ENSGGOG00000003919:1218	ENSPPYG00000007697:531	ENSMMUG00000029070:1251	ENSMUSG00000034224:2901	ENSMODG00000005002:1514	ENSOANG00000013779:1626	ENSGALG00000003302:1302
ENSG00000103415:2246	ENSPTRG00000007720:1643	ENSPTRG00000007720:1643	ENSGGOG00000008494:1730	ENSPPYG00000007061:951	ENSMMUG00000009901:1685	ENSMUSG00000004070:2217	ENSMODG00000006633:948	ENSOANG00000002417:1241	ENSGALG00000007638:1628
ENSG00000188130:2301	ENSPTRG00000014535:657	ENSPTRG00000014535:657	ENSGGOG00000014464:1438	ENSPPYG00000011980:1056	ENSMMUG00000014106:1854	ENSMUSG00000022610:1658	ENSMODG00000005582:1095	ENSOANG00000022596:282	ENSGALG00000019384:1193
ENSG00000164331:2060	ENSPTRG00000016981:2048	ENSPTRG00000016981:2048	ENSGGOG00000003298:2047	ENSPPYG00000015549:1923	ENSMMUG00000023513:2025	ENSMUSG00000021661:3195	ENSMODG00000001777:944	ENSOANG00000010659:980	ENSGALG00000013511:2066
ENSG00000152932:8862	ENSPTRG00000016898:1029	ENSPTRG00000016898:1029	ENSGGOG00000013532:890	ENSPPYG00000015485:804	ENSMMUG00000005181:872	ENSMUSG00000021700:2309	ENSMODG00000019566:701	ENSOANG00000008654:228	ENSGALG00000014726:636
ENSG00000171488:7266	ENSPTRG00000000942:2642	ENSPTRG00000000942:2642	ENSGGOG00000023228:7194	ENSPPYG00000001168:2412	ENSMMUG00000008003:2773	ENSMUSG00000054720:7284	ENSMODG00000012076:2512	ENSOANG00000010843:2274	ENSGALG00000006170:2406
ENSG00000165474:2427	ENSPTRG00000031248:681	ENSPTRG00000031248:681	ENSGGOG00000016693:681	ENSPPYG00000005190:681	ENSMMUG00000010522:2228	ENSMUSG00000046352:2392	ENSMODG00000024159:681	ENSOANG00000009021:681	ENSGALG00000017136:1329
ENSG00000102996:4250	ENSPTRG00000008173:4440	ENSPTRG00000008173:4440	ENSGGOG00000000025:1920	ENSPPYG00000007402:2991	ENSMMUG00000007052:4257	ENSMUSG00000031790:4348	ENSMODG00000014071:1614	ENSOANG00000012117:1851	ENSGALG00000001007:824
ENSG00000164172:4177	ENSPTRG00000016862:1329	ENSPTRG00000016862:1329	ENSGGOG00000001290:1330	ENSPPYG00000015453:612	ENSMMUG00000020449:1510	ENSMUSG00000015536:1161	ENSMODG00000019459:739	ENSOANG00000011202:712	ENSGALG00000014906:973
ENSG00000183977:2151	ENSPTRG00000014683:2407	ENSPTRG00000014683:2407	ENSGGOG00000012034:2068	ENSPPYG00000014073:1131	ENSMMUG00000006993:1527	ENSMUSG00000044957:2476	ENSMODG00000014795:1662	ENSOANG00000004988:1727	ENSGALG00000019635:1662
ENSG00000126882:4380	ENSPTRG00000021484:4322	ENSPTRG00000021484:4322	ENSGGOG00000017172:3946	ENSPPYG00000019700:3598	ENSMMUG00000021278:3967	ENSMUSG00000050592:4107	ENSMODG00000012402:948	ENSOANG00000014779:876	ENSGALG00000003789:798
ENSG00000124140:6788	ENSPTRG00000013578:3410	ENSPTRG00000013578:3410	ENSGGOG00000013584:6072	ENSPPYG00000011086:3500	ENSMMUG00000016553:5879	ENSMUSG00000017740:6298	ENSMODG00000013854:3400	ENSOANG00000003036:792	ENSGALG00000006930:3085
ENSG00000137497:7182	ENSPTRG00000004023:7179	ENSPTRG00000004023:7179	ENSGGOG00000016968:7182	ENSPPYG00000003642:6480	ENSMMUG00000007330:8009	ENSMUSG00000066306:7152	ENSMODG00000008131:6235	ENSOANG00000000597:2349	ENSGALG00000001258:2196
ENSG00000149557:3129	ENSPTRG00000004442:1762	ENSPTRG00000004442:1762	ENSGGOG00000005186:1176	ENSPPYG00000004031:1179	ENSMMUG00000008048:1744	ENSMUSG00000032118:1665	ENSMODG00000004051:1381	ENSOANG00000000318:981	ENSGALG00000010422:1361
ENSG00000106263:3167	ENSPTRG00000018860:2424	ENSPTRG00000018860:2424	ENSGGOG00000016291:2685	ENSPPYG00000017313:2619	ENSMMUG00000015529:3038	ENSMUSG00000056076:2968	ENSMODG00000009778:2500	ENSOANG00000004314:2249	ENSGALG00000004269:2939
ENSG00000151948:3102	ENSPTRG00000005629:2719	ENSPTRG00000005629:2719	ENSGGOG00000014853:3048	ENSPPYG00000005117:2900	ENSMMUG00000012564:2630	ENSMUSG00000049971:3704	ENSMODG00000015634:813	ENSOANG00000009949:1027	ENSGALG00000002679:2961
ENSG00000166676:3888	ENSPTRG00000007759:786	ENSPTRG00000007759:786	ENSGGOG00000000963:495	ENSPPYG00000007094:3590	ENSMMUG00000002823:477	ENSMUSG00000050908:3315	ENSMODG00000005174:504	ENSOANG00000022412:290	ENSGALG00000007216:1082
ENSG00000106459:3789	ENSPTRG00000019683:3581	ENSPTRG00000019683:3581	ENSGGOG00000010726:3270	ENSPPYG00000017996:1569	ENSMMUG00000014850:156	ENSMUSG00000058440:6055	ENSMODG00000014645:1701	ENSOANG00000011458:1392	ENSGALG00000007973:2011
ENSG00000165606:3265	ENSPTRG00000002487:792	ENSPTRG00000002487:792	ENSGGOG00000008180:841	ENSPPYG00000002253:792	ENSMMUG00000005562:792	ENSMUSG00000041730:1535	ENSMODG00000002342:786	ENSOANG00000008093:695	ENSGALG00000006224:783
ENSG00000198807:3093	ENSPTRG00000006281:1094	ENSPTRG00000006281:1094	ENSGGOG00000001528:2792	ENSPPYG00000005755:1416	ENSMMUG00000009648:1643	ENSMUSG00000001497:4347	ENSMODG00000012681:1026	ENSOANG00000014065:1023	ENSGALG00000010114:1726
ENSG00000184384:4146	ENSPTRG00000004196:3615	ENSPTRG00000004196:3615	ENSGGOG00000024120:3459	ENSPPYG00000003793:2955	ENSMMUG00000014806:3658	ENSMUSG00000031925:3705	ENSMODG00000000104:2895	ENSOANG00000010498:1443	ENSGALG00000017199:904
ENSG00000188735:7510	ENSPTRG00000005564:960	ENSPTRG00000005564:960	ENSGGOG00000007803:1002	ENSPPYG00000005053:843	ENSMMUG00000031504:954	ENSMUSG00000054434:1707	ENSMODG00000012111:1017	ENSOANG00000012562:564	ENSGALG00000004254:3020
ENSG00000142661:6578	ENSPTRG00000000341:5941	ENSPTRG00000000341:5941	ENSGGOG00000004080:5844	ENSPPYG00000001724:4523	ENSMMUG00000023052:3804	ENSMUSG00000037139:5575	ENSMODG00000013043:4278	ENSOANG00000013487:2743	ENSGALG00000004155:4320
ENSG00000130640:4267	ENSPTRG00000003089:2526	ENSPTRG00000003089:2526	ENSGGOG00000014563:3194	ENSPPYG00000002789:2983	ENSMMUG00000023034:2715	ENSMUSG00000025474:3032	ENSMODG00000018665:1731	ENSOANG00000020036:1383	ENSGALG00000003526:3103
ENSG00000150403:3140	ENSPTRG00000006060:2830	ENSPTRG00000006060:2830	ENSGGOG00000010596:1224	ENSPPYG00000005528:2381	ENSMMUG00000011381:2099	ENSMUSG00000038497:4575	ENSMODG00000003789:2034	ENSOANG00000015628:2729	ENSGALG00000016824:2795
ENSG00000151575:1433	ENSPTRG00000007105:1413	ENSPTRG00000007105:1413	ENSGGOG00000015030:968	ENSPPYG00000006503:1176	ENSMMUG00000019484:1176	ENSMUSG00000032219:2006	ENSMODG00000008144:858	ENSOANG00000008525:1248	ENSGALG00000023562:2095
ENSG00000106038:3049	ENSPTRG00000019022:1858	ENSPTRG00000019022:1858	ENSGGOG00000016143:1855	ENSPPYG00000017696:1215	ENSMMUG00000013464:1227	ENSMUSG00000005503:2877	ENSMODG00000000447:1320	ENSOANG00000009174:1251	ENSGALG00000011077:1227
ENSG00000118971:6521	ENSPTRG00000004549:6492	ENSPTRG00000004549:6492	ENSGGOG00000009479:1655	ENSPPYG00000004164:870	ENSMMUG00000008546:861	ENSMUSG00000000184:1225	ENSMODG00000018312:882	ENSOANG00000014696:687	ENSGALG00000017283:1059
ENSG00000121904:17053	ENSPTRG00000000507:16134	ENSPTRG00000000507:16134	ENSGGOG00000017177:13430	ENSPPYG00000001570:10879	ENSMMUG00000002741:11254	ENSMUSG00000028804:11231	ENSMODG00000018179:10262	ENSOANG00000003228:10310	ENSGALG00000002602:11160
ENSG00000136805:1603	ENSPTRG00000021238:1186	ENSPTRG00000021238:1186	ENSGGOG00000009128:645	ENSPPYG00000019486:675	ENSMMUG00000017514:1035	ENSMUSG00000045589:6844	ENSMODG00000012547:667	ENSOANG00000001741:645	ENSGALG00000013141:1552
ENSG00000117410:1021	ENSPTRG00000000648:972	ENSPTRG00000000648:972	ENSGGOG00000003638:1021	ENSPPYG00000001438:698	ENSMMUG00000015154:1769	ENSMUSG00000033379:1000	ENSMODG00000002974:519	ENSOANG00000009009:387	ENSGALG00000010091:921
ENSG00000101104:4392	ENSPTRG00000013531:3629	ENSPTRG00000013531:3629	ENSGGOG00000004584:2180	ENSPPYG00000011042:1845	ENSMMUG00000013209:1920	ENSMUSG00000054582:2354	ENSMODG00000016198:1851	ENSOANG00000015793:1883	ENSGALG00000004123:2504
ENSG00000025434:3150	ENSPTRG00000003560:1590	ENSPTRG00000003560:1590	ENSGGOG00000008583:1780	ENSPPYG00000003309:1491	ENSMMUG00000015598:1933	ENSMUSG00000002108:2149	ENSMODG00000019906:1352	ENSOANG00000006250:1368	ENSGALG00000008202:3167
ENSG00000140832:4488	ENSPTRG00000008325:2699	ENSPTRG00000008325:2699	ENSGGOG00000008844:1293	ENSPPYG00000007527:765	ENSMMUG00000019204:1017	ENSMUSG00000001672:3196	ENSMODG00000002281:1680	ENSOANG00000008184:681	ENSGALG00000012886:819
ENSG00000138395:5147	ENSPTRG00000012812:1798	ENSPTRG00000012812:1798	ENSGGOG00000028577:849	ENSPPYG00000013079:3417	ENSMMUG00000014321:1322	ENSMUSG00000026023:1484	ENSMODG00000016326:1351	ENSOANG00000022134:957	ENSGALG00000008428:1681
ENSG00000144857:6612	ENSPTRG00000015226:2892	ENSPTRG00000015226:2892	ENSGGOG00000005957:4159	ENSPPYG00000013541:3937	ENSMMUG00000013443:4625	ENSMUSG00000022687:4456	ENSMODG00000018140:3333	ENSOANG00000005789:3353	ENSGALG00000015152:3896
ENSG00000165868:5722	ENSPTRG00000002974:5578	ENSPTRG00000002974:5578	ENSGGOG00000000981:5579	ENSPPYG00000002685:1806	ENSMMUG00000010908:1989	ENSMUSG00000025092:5733	ENSMODG00000009501:2031	ENSOANG00000014135:2049	ENSGALG00000009248:2352
ENSG00000198794:3406	ENSPTRG00000023954:3444	ENSPTRG00000023954:3444	ENSGGOG00000012738:3508	ENSPPYG00000006654:3427	ENSMMUG00000018800:729	ENSMUSG00000040722:3190	ENSMODG00000009176:708	ENSOANG00000021696:442	ENSGALG00000014116:696
ENSG00000165990:2418	ENSPTRG00000005324:2060	ENSPTRG00000005324:2060	ENSGGOG00000000692:2406	ENSPPYG00000004854:1956	ENSMMUG00000003862:2060	ENSMUSG00000020014:2218	ENSMODG00000007880:1899	ENSOANG00000006603:1801	ENSGALG00000011459:1992
ENSG00000154856:2562	ENSPTRG00000009865:2154	ENSPTRG00000009865:2154	ENSGGOG00000000973:900	ENSPPYG00000009005:2153	ENSMMUG00000011772:2155	ENSMUSG00000071847:2799	ENSMODG00000021440:1491	ENSOANG00000014843:774	ENSGALG00000000894:2197
ENSG00000113356:3285	ENSPTRG00000017068:3295	ENSPTRG00000017068:3295	ENSGGOG00000000266:585	ENSPPYG00000015624:3110	ENSMMUG00000018972:699	ENSMUSG00000035834:3060	ENSMODG00000020218:1234	ENSOANG00000011073:660	ENSGALG00000014650:639
ENSG00000155307:2345	ENSPTRG00000013791:2418	ENSPTRG00000013791:2418	ENSGGOG00000002647:2770	ENSPPYG00000011288:1793	ENSMMUG00000023771:2315	ENSMUSG00000022876:2784	ENSMODG00000020950:1125	ENSOANG00000008222:1155	ENSGALG00000015679:2702
ENSG00000170417:3911	ENSPTRG00000012308:3333	ENSPTRG00000012308:3333	ENSGGOG00000016510:3573	ENSPPYG00000012117:690	ENSMMUG00000004169:1666	ENSMUSG00000079588:1096	ENSMODG00000002447:690	ENSOANG00000012245:690	ENSGALG00000016793:1202
ENSG00000119421:844	ENSPTRG00000021319:841	ENSPTRG00000021319:841	ENSGGOG00000000557:1917	ENSPPYG00000019888:342	ENSMMUG00000011450:800	ENSMUSG00000026895:861	ENSMODG00000019682:519	ENSOANG00000004700:701	ENSGALG00000001355:916
